item_nbr,total_sales,family
838409,5798,DAIRY
838412,3548,DAIRY
838413,3096,DAIRY
838415,3591,DAIRY
838832,3530,GROCERY I
838842,3060,GROCERY I
838844,3103,GROCERY I
838875,3291,GROCERY I
839362,47842,BEVERAGES
839363,22553,BEVERAGES
839364,5854,BEVERAGES
839367,5354,BEVERAGES
839544,2870,DAIRY
839545,5024,DAIRY
841197,10991,BREAD/BAKERY
841514,8551,GROCERY I
841570,5411,GROCERY I
841583,4452,GROCERY I
841607,3585,CLEANING
841612,9556,CLEANING
841614,5386,CLEANING
841667,6474,DAIRY
841841,10298,GROCERY I
841842,30215,GROCERY I
843411,2666,PERSONAL CARE
843459,2176,GROCERY I
843462,4837,DELI
843585,14317,GROCERY I
843589,1506,PERSONAL CARE
843607,2548,GROCERY I
843608,2173,GROCERY I
843609,2781,GROCERY I
843610,2789,GROCERY I
844017,7075,DELI
844019,3166.2214,DELI
844793,1487,CLEANING
844795,1388,CLEANING
846163,2086,LAWN AND GARDEN
846565,2661,CLEANING
847569,1283,GROCERY I
847575,474,GROCERY I
847859,15819,BEVERAGES
847863,16607,GROCERY I
847894,5978,BREAD/BAKERY
848765,11116,GROCERY I
848953,1803,CLEANING
849080,3475,DAIRY
849095,2295,DAIRY
849098,4973,DAIRY
849135,1392,DAIRY
849136,1505,DAIRY
849139,2097,DAIRY
849142,6588,DAIRY
849312,4517,DAIRY
849941,4975.2545,MEATS
850333,13004,GROCERY I
850334,3969,GROCERY I
850388,4581.91,FROZEN FOODS
850389,1253.237,FROZEN FOODS
850460,10756,GROCERY I
850542,345,CLEANING
850545,222,CLEANING
851982,5739,PERSONAL CARE
852110,17008,CLEANING
852620,4263,CLEANING
852934,2484,FROZEN FOODS
852937,2294,FROZEN FOODS
852938,2894,FROZEN FOODS
853195,4865,CLEANING
853196,2425,CLEANING
856687,10203,GROCERY I
856688,5321,GROCERY I
857324,2695,BREAD/BAKERY
857327,1929,BREAD/BAKERY
857331,2288,BREAD/BAKERY
857332,2928,BREAD/BAKERY
858872,4266,BREAD/BAKERY
859529,518,GROCERY I
859932,2733,CLEANING
859966,8120,DAIRY
860548,3635,DAIRY
860549,3168,DAIRY
862213,3554,DAIRY
862454,23059,GROCERY I
864288,245,CLEANING
864290,5672,PREPARED FOODS
864508,7904,GROCERY I
864510,10657,GROCERY I
864511,4421,GROCERY I
865147,5465,PERSONAL CARE
865155,2180,GROCERY I
866927,21191,DELI
867850,4125,CLEANING
868529,14944,GROCERY I
869837,169,GROCERY I
870544,10400,PERSONAL CARE
870545,8584,PERSONAL CARE
870546,5798,PERSONAL CARE
870938,3911,DAIRY
871118,2674.096,DELI
871421,5194,BEVERAGES
871511,4462,BREAD/BAKERY
871512,2472,BREAD/BAKERY
871513,8225,BREAD/BAKERY
871514,4533,BREAD/BAKERY
871600,5579,GROCERY I
872306,4504,GROCERY I
872307,3034,GROCERY I
872308,3365,GROCERY I
872309,1890,GROCERY I
872310,2069,GROCERY I
872317,4917,GROCERY I
873687,3801,PERSONAL CARE
874593,7382,GROCERY I
874598,2327,GROCERY I
874990,2239,CLEANING
875604,4326,GROCERY I
876223,2050,GROCERY I
876224,2377,GROCERY I
876225,1597,GROCERY I
876226,1163,GROCERY I
876663,20348,GROCERY I
877513,8733,CLEANING
877514,7067,CLEANING
878715,820,GROCERY I
881701,4266,GROCERY I
881910,3752,GROCERY I
881911,5560,GROCERY I
881912,4146,GROCERY I
882624,10227,DAIRY
883336,4171,CLEANING
884878,14132,BEVERAGES
885543,20281,PREPARED FOODS
885553,2726,GROCERY I
886067,3496,BEVERAGES
886396,4986,GROCERY I
886398,5819,GROCERY I
888063,581,"LIQUOR,WINE,BEER"
888630,2804,FROZEN FOODS
888682,3664,BREAD/BAKERY
888689,3562,BREAD/BAKERY
888761,5598,DELI
888763,5948,DELI
890213,7617,GROCERY I
890214,3501,GROCERY I
890215,8687,GROCERY I
890371,2315,GROCERY I
890372,2440,GROCERY I
890374,1910,GROCERY I
890375,2343,GROCERY I
890825,3275,GROCERY I
892076,4887,GROCERY I
895291,11957.9675,POULTRY
897348,5313,DELI
898656,13689,DAIRY
900196,4602,DAIRY
902198,2934,EGGS
902200,3181,EGGS
902202,1524,EGGS
902839,3457,GROCERY I
903283,20787.706,POULTRY
903284,34985.507,POULTRY
903285,43508.929,POULTRY
903286,33610.337,POULTRY
903955,3163,BEVERAGES
906979,7953,BEVERAGES
906980,1581,BEVERAGES
906981,80,BEVERAGES
907671,3047,"LIQUOR,WINE,BEER"
907684,6418,BEVERAGES
907686,5827,BEVERAGES
908741,693,LAWN AND GARDEN
909361,1814,FROZEN FOODS
910928,804,GROCERY I
911429,8067,GROCERY I
911871,4668,CLEANING
911989,6366,CLEANING
911990,3696,CLEANING
913102,4933,BEVERAGES
913363,16117,CLEANING
913364,18108,CLEANING
913521,3085,CLEANING
913526,2216,BREAD/BAKERY
913964,3669,GROCERY I
913966,2641,GROCERY I
913967,5359,GROCERY I
913968,7854,GROCERY I
915310,2114,PERSONAL CARE
915351,1946,DAIRY
915810,4639,DAIRY
915821,409,LAWN AND GARDEN
915822,492,LAWN AND GARDEN
915980,1879,BEVERAGES
916885,6810,CLEANING
916886,7040,CLEANING
916887,5041,CLEANING
920607,184,GROCERY I
921042,3669,PERSONAL CARE
926958,12272,GROCERY I
928477,2965,CLEANING
929627,3220,GROCERY I
929893,1734,GROCERY I
930247,299,GROCERY I
932281,2460,CLEANING
933780,4894,GROCERY I
936341,4444,GROCERY I
936994,3693,GROCERY I
937953,846,CLEANING
938125,2867,CLEANING
938126,2375,CLEANING
938129,2825,CLEANING
938436,505,CLEANING
938566,18190,GROCERY I
938567,10148,GROCERY I
938570,9776,GROCERY I
938574,11129,GROCERY I
938575,4310,GROCERY I
938576,10777,GROCERY I
938657,3571,BEVERAGES
938659,2821,BEVERAGES
939129,5321,DAIRY
939130,5051,DAIRY
939131,3872,DAIRY
939207,20919,DAIRY
939210,5890,DAIRY
939661,18994,GROCERY I
939662,12585,GROCERY I
939663,10681,GROCERY I
940585,685,CLEANING
940590,4625,CLEANING
940591,7939,CLEANING
940592,6539,CLEANING
940616,661,CLEANING
940638,610,CLEANING
940664,2379,BEVERAGES
940665,1290,BEVERAGES
946277,2677,FROZEN FOODS
946671,3385,DELI
949053,7089,GROCERY I
949243,5745,PERSONAL CARE
949296,5871,CLEANING
949297,6980,CLEANING
949298,6873,CLEANING
949299,7288,CLEANING
949510,2714,GROCERY I
949511,4159,GROCERY I
949629,1389,CLEANING
951675,4904,BEVERAGES
953404,2651,CLEANING
953413,1312,CLEANING
953420,214,GROCERY I
953427,5089,DAIRY
953428,5426,DAIRY
953562,4291,GROCERY I
953609,2281,CLEANING
954553,4152,DAIRY
954796,2746,GROCERY I
954805,3406,GROCERY I
956011,1942,GROCERY I
956012,10153,GROCERY I
956013,10080,GROCERY I
956014,13702,GROCERY I
957096,2703,DAIRY
957098,3078,DAIRY
958015,3628,DAIRY
958016,2068,DAIRY
958514,1252,BEAUTY
958516,965,BEVERAGES
958519,615,BEVERAGES
959437,6007,"LIQUOR,WINE,BEER"
959500,2620,CLEANING
959502,9288,CLEANING
962600,2529,CLEANING
962601,3227,CLEANING
964752,27575,GROCERY I
964753,8841,GROCERY I
964848,402,PERSONAL CARE
967021,2567,DAIRY
968432,32676,BEVERAGES
968935,4992,"LIQUOR,WINE,BEER"
968936,4036,"LIQUOR,WINE,BEER"
968937,3503,"LIQUOR,WINE,BEER"
977007,6924,CLEANING
979195,5841,CLEANING
979196,5544,CLEANING
979197,3391,CLEANING
979199,2647,CLEANING
979553,2133,FROZEN FOODS
979554,2489,FROZEN FOODS
980041,446,"LIQUOR,WINE,BEER"
981655,868,GROCERY I
982726,3959,CLEANING
982727,3034,CLEANING
983310,2684,BREAD/BAKERY
985823,8746,GROCERY I
985824,3126,GROCERY I
986193,6069,BREAD/BAKERY
987308,23315,GROCERY I
987768,1481,CLEANING
987769,1813,CLEANING
988408,4143,GROCERY I
988459,21015.58,PREPARED FOODS
989092,2047,GROCERY I
991114,6045,DELI
991329,3968,GROCERY I
991331,2877,GROCERY I
996122,3438,BEVERAGES
996537,4077,GROCERY I
996597,599,GROCERY I
996600,1025,GROCERY I
996606,4380.7499,MEATS
996613,3827.1276,MEATS
999545,4873,CLEANING
999546,4954,CLEANING
999547,12667,CLEANING
1000866,381,GROCERY I
1001305,2341,GROCERY I
1003679,5399,GROCERY I
1004545,144,CLEANING
1004550,19811,"LIQUOR,WINE,BEER"
1004551,10981,"LIQUOR,WINE,BEER"
1005456,646,LINGERIE
1005458,488,LINGERIE
1005461,465,LINGERIE
1005463,394,LINGERIE
1005464,274,LINGERIE
1005465,585,LINGERIE
1009512,610,AUTOMOTIVE
1009539,709,GROCERY I
1009946,220,GROCERY I
1009997,2865,CLEANING
1009998,2386,CLEANING
1010752,2264,GROCERY I
1010755,2698,GROCERY I
1010757,2724,GROCERY I
1012473,16551,CLEANING
1012787,5417,GROCERY I
1012788,3242,GROCERY I
1014864,6454,DAIRY
1014865,10127,DAIRY
1016067,1381,CLEANING
1017349,4571.5032,MEATS
1017791,1974,CLEANING
1018516,654,GROCERY I
1018617,3173,GROCERY I
1018878,7724,DAIRY
1020237,231,"LIQUOR,WINE,BEER"
1020940,256,"LIQUOR,WINE,BEER"
1021281,6424,CLEANING
1021676,2806,GROCERY I
1022053,5226,BEVERAGES
1024975,6055,CLEANING
1024976,3894,CLEANING
1028589,4955,"LIQUOR,WINE,BEER"
1033395,7607,BREAD/BAKERY
1036189,3170.9374,MEATS
1036317,1476,CLEANING
1036320,439,CLEANING
1036689,27831,GROCERY I
1037412,333,CLEANING
1037654,478,PERSONAL CARE
1037838,2651,FROZEN FOODS
1037845,11951,GROCERY I
1037846,8002,GROCERY I
1037856,4108,BEVERAGES
1037857,22746,BEVERAGES
1038937,3663,BREAD/BAKERY
1038945,3132,BREAD/BAKERY
1038946,3219,BREAD/BAKERY
1038950,2216,BREAD/BAKERY
1038952,3571,BREAD/BAKERY
1038953,3345,BREAD/BAKERY
1038954,3011,BREAD/BAKERY
1038962,3965,BREAD/BAKERY
1039087,2175,CLEANING
1040170,2695,FROZEN FOODS
1040348,3726,GROCERY I
1044584,2425,BEVERAGES
1044592,7147,DAIRY
1045449,2411,BREAD/BAKERY
1046272,2640,GROCERY I
1047394,4107,CLEANING
1047395,3327,CLEANING
1047396,3358,CLEANING
1047674,15367,BEVERAGES
1047675,13692,BEVERAGES
1047679,95810,BEVERAGES
1047680,13128,BEVERAGES
1047681,26712,BEVERAGES
1047682,6339,BEVERAGES
1047685,27667,BEVERAGES
1047686,3917,BEVERAGES
1047690,36621,BEVERAGES
1047695,3406,BEVERAGES
1047696,5439,BEVERAGES
1047698,3824,BEVERAGES
1047699,3331,BEVERAGES
1047702,4884,BEVERAGES
1047703,6358,BEVERAGES
1047705,3004,BEVERAGES
1047707,2594,BEVERAGES
1047709,1081,BEVERAGES
1047717,4972,BEVERAGES
1047721,2834,BEVERAGES
1047733,10670,BEVERAGES
1047734,951,BEVERAGES
1047735,8837,BEVERAGES
1047740,3019,BEVERAGES
1047743,8713,BEVERAGES
1047751,6547,BEVERAGES
1047752,6355,BEVERAGES
1047753,15310,BEVERAGES
1047755,10016,BEVERAGES
1047756,9454,BEVERAGES
1047757,5951,BEVERAGES
1047758,4748,BEVERAGES
1047772,20210,BEVERAGES
1047773,16328,BEVERAGES
1047774,10209,BEVERAGES
1047775,12508,BEVERAGES
1047786,13945,BEVERAGES
1047790,26577,BEVERAGES
1047793,1974,BEVERAGES
1049595,617,AUTOMOTIVE
1050142,5402,BEVERAGES
1050370,173,CLEANING
1052022,3446,DAIRY
1052563,41329,GROCERY I
1053943,2401,GROCERY I
1053944,1786,GROCERY I
1053945,2736,GROCERY I
1054129,772,GROCERY I
1057033,22197,GROCERY I
1057034,6490,GROCERY I
1057490,1897,CLEANING
1057491,5634,CLEANING
1057495,7653,CLEANING
1057498,4823,CLEANING
1057515,2649,CLEANING
1058820,2129,CLEANING
1060036,5000,BEVERAGES
1062338,691,GROCERY I
1062374,5821.6672,MEATS
1062926,4567,BEVERAGES
1062927,3256,BEVERAGES
1064018,3640,GROCERY I
1065599,1720.2314,MEATS
1066900,21847,BEVERAGES
1066901,14846,BEVERAGES
1070962,6652,GROCERY I
1071928,11707,PERSONAL CARE
1071949,5502,BEVERAGES
1072167,3835,DELI
1072173,2870,BREAD/BAKERY
1074327,30229,BEVERAGES
1075283,617,GROCERY I
1075891,2650,CLEANING
1076065,2428,GROCERY I
1076066,5637,GROCERY I
1076155,1867,GROCERY I
1076335,3748,GROCERY I
1078288,3931,GROCERY I
1079214,2291,CLEANING
1079215,1799,CLEANING
1079220,2896,CLEANING
1079254,2459,CLEANING
1079257,2040,CLEANING
1079258,934,CLEANING
1079329,2553,"LIQUOR,WINE,BEER"
1079331,330,CLEANING
1080001,4288,"LIQUOR,WINE,BEER"
1080009,225,"LIQUOR,WINE,BEER"
1080021,10197,GROCERY I
1080756,4646,GROCERY I
1081359,4812,GROCERY I
1082042,4806,GROCERY I
1082391,1012,GROCERY I
1082578,588,CLEANING
1082907,3271,EGGS
1083152,17963,DAIRY
1083154,167,PERSONAL CARE
1083196,19340,DAIRY
1083517,1413,GROCERY I
1083518,1307,GROCERY I
1084365,6914.854,MEATS
1084417,4370,GROCERY I
1084425,1701,BEVERAGES
1084436,1374,GROCERY I
1084437,10089,GROCERY I
1084881,12649,GROCERY I
1084882,6044,GROCERY I
1085148,426,AUTOMOTIVE
1085150,366,AUTOMOTIVE
1085246,3626.5474,MEATS
1085486,368,AUTOMOTIVE
1085686,3285,CLEANING
1086172,686,GROCERY I
1087269,9179,PERSONAL CARE
1087270,5905,PERSONAL CARE
1087467,2130,BREAD/BAKERY
1088002,4065,BEVERAGES
1089044,7209,CLEANING
1089045,7233,CLEANING
1089046,7593,CLEANING
1089079,701,GROCERY I
1089163,3606,EGGS
1089820,601,GROCERY I
1089843,5275,BREAD/BAKERY
1089844,4786,BREAD/BAKERY
1089845,3497,BREAD/BAKERY
1089846,2151,BREAD/BAKERY
1090401,1799,"LIQUOR,WINE,BEER"
1090419,760,CLEANING
1091333,297,GROCERY I
1091338,2180.0144,MEATS
1091365,4160,GROCERY I
1091366,5579,GROCERY I
1091367,7185,GROCERY I
1091368,4189,GROCERY I
1091369,2965,GROCERY I
1091370,1856,GROCERY I
1091467,2303.3651,MEATS
1092008,1043,BREAD/BAKERY
1092061,2770,DAIRY
1092106,4399.3354,MEATS
1093340,263,GROCERY I
1093344,895,GROCERY I
1093786,868,GROCERY I
1094235,863,GROCERY I
1094238,1703,GROCERY I
1096235,12435,PERSONAL CARE
1097187,4436,GROCERY I
1098624,6278,PERSONAL CARE
1099990,1823,GROCERY I
1101724,4232,BEVERAGES
1102268,6006,PERSONAL CARE
1102970,5004,BEVERAGES
1102971,2536,BEVERAGES
1102975,2596,BEVERAGES
1102976,4682,BEVERAGES
1104598,6812,PERSONAL CARE
1104599,7205,PERSONAL CARE
1104650,131,CLEANING
1104725,5990,BEVERAGES
1105210,4684,GROCERY I
1105211,15683,GROCERY I
1105212,21032,GROCERY I
1105213,3716,GROCERY I
1105214,3786,GROCERY I
1105215,1451,GROCERY I
1105228,7510,GROCERY I
1105299,1900,GROCERY I
1105831,2073,GROCERY I
1106968,833,CLEANING
1109116,12421,BEVERAGES
1109173,180,GROCERY II
1109211,2467.2197,MEATS
1109235,5268.16,FROZEN FOODS
1109325,16465,BEVERAGES
1109326,11164,BEVERAGES
1109389,15342,GROCERY I
1109390,8460,GROCERY I
1109391,7478,GROCERY I
1110679,3719,SEAFOOD
1111202,3097,CLEANING
1112450,6051,BEVERAGES
1112839,5572,CLEANING
1112840,8658,CLEANING
1113847,3993,DELI
1113852,2153,DELI
1113872,3405,GROCERY I
1114566,22709,BEVERAGES
1114567,7762,BEVERAGES
1114749,2565,CLEANING
1114754,2665,CLEANING
1114761,4557,DAIRY
1114903,2966,CLEANING
1114914,5686,CLEANING
1114924,2493,BEVERAGES
1116113,5627,GROCERY I
1116370,2644,GROCERY I
1117661,4615,BEVERAGES
1117662,2634,BEVERAGES
1117663,2820,GROCERY I
1118683,529,AUTOMOTIVE
1118691,2714,PERSONAL CARE
1118775,5284,GROCERY I
1119216,2730,CLEANING
1119217,3143,CLEANING
1121513,6421,CLEANING
1121514,3648,CLEANING
1121515,5074,CLEANING
1121615,11312,DELI
1121616,17984,DELI
1123722,272,GROCERY I
1124164,3101,BEVERAGES
1124165,3872,BEVERAGES
1124973,4020,DAIRY
1127860,2566,GROCERY I
1127862,3027,FROZEN FOODS
1132005,3999,BEVERAGES
1133955,94,"LIQUOR,WINE,BEER"
1134971,5496,BEVERAGES
1135438,271,GROCERY I
1136979,3575,GROCERY I
1137146,10556,GROCERY I
1138053,4197,PERSONAL CARE
1141956,933,GROCERY I
1143685,61109,BEVERAGES
1143686,2814,BEVERAGES
1143691,4756,GROCERY I
1145374,2190,GROCERY I
1145597,4964,BEVERAGES
1146496,25167,FROZEN FOODS
1146497,9452,FROZEN FOODS
1146648,3190,DAIRY
1146783,3493,GROCERY I
1146784,3207,GROCERY I
1146785,8729,GROCERY I
1146786,37799,GROCERY I
1146787,3468,GROCERY I
1146795,28882,GROCERY I
1146796,5380,GROCERY I
1146797,5174,GROCERY I
1146799,2080,GROCERY I
1146800,10115,GROCERY I
1146801,18737,GROCERY I
1146802,16966,GROCERY I
1146803,5430,GROCERY I
1146804,3091,GROCERY I
1146974,2126,GROCERY I
1147017,197,CLEANING
1147495,5270,GROCERY I
1147731,801,AUTOMOTIVE
1148017,1178,"LIQUOR,WINE,BEER"
1148018,3422,"LIQUOR,WINE,BEER"
1148548,3588,EGGS
1148719,2441,GROCERY I
1148753,301,GROCERY I
1148812,5018,BEVERAGES
1148971,3858,GROCERY I
1148972,3695,GROCERY I
1149069,6072,PRODUCE
1149225,7234,CLEANING
1149579,9367,BREAD/BAKERY
1150362,1311,CLEANING
1150700,6284.09460000001,POULTRY
1150954,6282,BEVERAGES
1151128,2667,GROCERY I
1152017,378,CLEANING
1152346,2884,FROZEN FOODS
1152348,2742,FROZEN FOODS
1152350,3875,FROZEN FOODS
1152355,3065,FROZEN FOODS
1152464,312,CLEANING
1153584,10482,BEVERAGES
1153597,1513,GROCERY I
1154749,2678,GROCERY I
1156722,3396,GROCERY I
1156724,3032,GROCERY I
1157329,25018,GROCERY I
1157462,15298,GROCERY I
1157479,3298,BEVERAGES
1157561,11598,GROCERY I
1157562,2567,GROCERY I
1157564,23211,GROCERY I
1157685,207,GROCERY I
1157699,2186,GROCERY I
1158705,313,BEAUTY
1158719,10208,GROCERY I
1158720,29798,GROCERY I
1159413,12862,GROCERY I
1159414,14571,GROCERY I
1159415,14425,GROCERY I
1159597,4480,CLEANING
1159598,2530,CLEANING
1159726,6729,GROCERY I
1159728,5993,GROCERY I
1160752,3018,GROCERY I
1160754,794,GROCERY I
1160796,2192,GROCERY I
1160872,12911,GROCERY I
1160873,6531,GROCERY I
1160882,4168,GROCERY I
1161046,2253,GROCERY I
1161555,3634,BEVERAGES
1161556,4092,BEVERAGES
1161557,3770,BEVERAGES
1161571,16641,GROCERY I
1161572,13108,GROCERY I
1162382,42021,GROCERY I
1162755,1973,EGGS
1162759,2224,EGGS
1162761,1436,CLEANING
1162932,1616,GROCERY I
1162933,1526,GROCERY I
1162934,1307,GROCERY I
1162935,2146,GROCERY I
1163577,3118,BEVERAGES
1163583,1613,GROCERY I
1164290,5429,DAIRY
1164923,4613,BEVERAGES
1165987,5177,GROCERY I
1165988,5304,GROCERY I
1165989,8072,GROCERY I
1166036,452,GROCERY I
1166474,17624,BEVERAGES
1166475,18232,BEVERAGES
1166478,2768,GROCERY I
1167175,3663,GROCERY I
1167188,2465,GROCERY II
1167487,411,GROCERY I
1167544,7214,BEVERAGES
1167545,8320,BEVERAGES
1167614,55725,EGGS
1167754,1773,GROCERY I
1168684,193,CLEANING
1168717,6867,GROCERY I
1168718,3391,GROCERY I
1168738,1611,CLEANING
1168741,404,CLEANING
1171140,5022,DAIRY
1171142,3270,GROCERY I
1172015,160,CLEANING
1173210,3084,CLEANING
1173213,837,BEVERAGES
1173853,4887,GROCERY I
1174923,799,GROCERY I
1175993,153,GROCERY I
1176558,3945,GROCERY I
1176559,1733,GROCERY I
1176560,2435,GROCERY I
1176561,2620,GROCERY I
1176562,1824,GROCERY I
1177984,539,GROCERY I
1178687,2769,GROCERY I
1178691,4443,CLEANING
1178692,3197,CLEANING
1178696,3271,CLEANING
1178697,2526,CLEANING
1179109,2219,GROCERY I
1179117,3276,BREAD/BAKERY
1179119,1658,BREAD/BAKERY
1179579,3531,BREAD/BAKERY
1179580,3844,BREAD/BAKERY
1179581,2818,BREAD/BAKERY
1182733,5789,BEVERAGES
1209718,1924,GROCERY I
1209719,2216,GROCERY I
1209720,2469,GROCERY I
1209721,1786,GROCERY I
1210038,3558,BREAD/BAKERY
1212452,2252,"LIQUOR,WINE,BEER"
1213906,1455,CLEANING
1214325,6836,CLEANING
1221045,1387,GROCERY I
1221054,129,"LIQUOR,WINE,BEER"
1222571,7153,PERSONAL CARE
1222575,444,CLEANING
1224495,2966,GROCERY I
1224521,3757,BEVERAGES
1225768,2247,GROCERY I
1225769,1851,GROCERY I
1225770,1546,GROCERY I
1225771,1178,GROCERY I
1226506,488,LAWN AND GARDEN
1226507,351,LAWN AND GARDEN
1226920,1662,GROCERY I
1228300,556,CLEANING
1228312,170,GROCERY I
1228319,5610,BEVERAGES
1228320,3120,GROCERY I
1228321,1625,GROCERY I
1228937,672,PERSONAL CARE
1228945,343,PERSONAL CARE
1228950,634,PERSONAL CARE
1228994,2144,PERSONAL CARE
1228995,3664,PERSONAL CARE
1229023,1290,PERSONAL CARE
1229025,4834,PERSONAL CARE
1229026,260,PERSONAL CARE
1229028,5346,PERSONAL CARE
1229440,1026,PERSONAL CARE
1229469,1592,PERSONAL CARE
1229500,167,PERSONAL CARE
1229566,801,PERSONAL CARE
1229576,2091,PERSONAL CARE
1229584,1124,PERSONAL CARE
1229591,1636,PERSONAL CARE
1229625,2620,PERSONAL CARE
1229636,1636,PERSONAL CARE
1229642,623,PERSONAL CARE
1229643,606,PERSONAL CARE
1229664,546,PERSONAL CARE
1229676,1943,PERSONAL CARE
1229686,641,PERSONAL CARE
1229882,141,PERSONAL CARE
1229919,676,PERSONAL CARE
1229920,821,PERSONAL CARE
1229935,1597,PERSONAL CARE
1230003,2224,PERSONAL CARE
1230014,2302,PERSONAL CARE
1230060,434,PERSONAL CARE
1230228,155,PERSONAL CARE
1230244,155,PERSONAL CARE
1230327,138,PERSONAL CARE
1230416,775,PERSONAL CARE
1230417,3616,PERSONAL CARE
1230418,2597,PERSONAL CARE
1230426,3284,PERSONAL CARE
1230430,1084,PERSONAL CARE
1230440,391,PERSONAL CARE
1230441,300,PERSONAL CARE
1230461,2287,PERSONAL CARE
1231869,1479,PERSONAL CARE
1233161,101,PERSONAL CARE
1234340,170,GROCERY I
1235251,2457,GROCERY I
1235334,2511,GROCERY I
1235364,1744,GROCERY I
1235365,1869,GROCERY I
1237005,220,GROCERY I
1237410,513,GROCERY I
1238497,4036,DAIRY
1239294,1870,GROCERY I
1239720,3852,DAIRY
1239736,2537,DAIRY
1239739,4854,DAIRY
1239740,2896,DAIRY
1239741,2358,DAIRY
1239746,2828,DAIRY
1239748,2986,DAIRY
1239749,3006,DAIRY
1239782,3258,DAIRY
1239783,7873,DAIRY
1239785,7047,DAIRY
1239788,1640,DAIRY
1239789,6981,DAIRY
1239790,7907,DAIRY
1239791,6568,DAIRY
1239792,3255,DAIRY
1239793,3096,DAIRY
1239794,3330,DAIRY
1239795,3830,DAIRY
1239796,8339,DAIRY
1239797,4265,DAIRY
1239798,3641,DAIRY
1239800,4140,DAIRY
1239806,7986,DAIRY
1239807,5582,DAIRY
1239808,10311,DAIRY
1239809,20652,DAIRY
1239810,12004,DAIRY
1239812,4080,DAIRY
1239813,3226,DAIRY
1239815,6925,DAIRY
1239817,5044,DAIRY
1239818,5353,DAIRY
1239819,10861,DAIRY
1239820,7681,DAIRY
1239840,2738,DAIRY
1239841,3931,DAIRY
1239842,3362,DAIRY
1239843,1839,DAIRY
1239844,3669,DAIRY
1239845,4200,DAIRY
1239846,4669,DAIRY
1239847,3315,DAIRY
1239852,7853.742,POULTRY
1239853,4665.969,POULTRY
1239854,5956.338,POULTRY
1239855,3291.003,POULTRY
1239856,12626.653,POULTRY
1239857,6767.136,POULTRY
1239858,7431.648,POULTRY
1239859,5815.44,POULTRY
1239860,11466.92,POULTRY
1239861,5820.893,POULTRY
1239862,3994.272,POULTRY
1239867,9047.51300000001,POULTRY
1239868,7626.196,POULTRY
1239869,2084.767,POULTRY
1239870,5153.75,POULTRY
1239871,2446.455,POULTRY
1239875,12383.426,POULTRY
1239876,4111.852,POULTRY
1239877,15209.907,POULTRY
1239879,2185.95,POULTRY
1239880,2974.972,POULTRY
1239881,3642.809,POULTRY
1239882,16781.844,POULTRY
1239883,1851.935,POULTRY
1239887,2754,DAIRY
1239890,8429.96200000001,POULTRY
1239891,2006.132,POULTRY
1239897,21567.65,POULTRY
1239898,2004.889,POULTRY
1239899,5846.462,POULTRY
1239901,13927.625,POULTRY
1239902,13874.482,POULTRY
1239903,4120.557,POULTRY
1239905,6814,DAIRY
1239906,8081,DAIRY
1239908,8237,DAIRY
1239911,10832,DAIRY
1239912,6670,DAIRY
1239913,9288,DAIRY
1239914,6809,DAIRY
1239915,2344,DAIRY
1239916,1867,DAIRY
1239918,5241,DAIRY
1239953,2423,DAIRY
1239954,6296,DAIRY
1239955,11174,DAIRY
1239956,8184,DAIRY
1239986,2162.298,POULTRY
1240160,3760,BEVERAGES
1242666,2549,GROCERY I
1242667,2674,GROCERY I
1242670,2024,GROCERY I
1243803,3528,BEVERAGES
1243805,3407,BEVERAGES
1243814,3030,BEVERAGES
1243815,2449,BEVERAGES
1243816,2672,BEVERAGES
1243817,2493,BEVERAGES
1245918,1885,GROCERY I
1246493,2208,GROCERY I
1246495,2195,GROCERY I
1246498,3198,GROCERY I
1246757,3574,GROCERY I
1246758,5253,GROCERY I
1246784,5567,GROCERY I
1246785,4950,GROCERY I
1247036,2898,SEAFOOD
1248391,2161,GROCERY I
1248394,243,GROCERY I
1248464,436,GROCERY I
1250226,2080,GROCERY I
1253470,943,GROCERY I
1253708,152,BEAUTY
1253765,2194,PERSONAL CARE
1254013,11889,PERSONAL CARE
1254310,1086,LAWN AND GARDEN
1255777,2810,BEVERAGES
1257555,2084,DAIRY
1259006,3996,EGGS
1259007,2707,EGGS
1259952,358,GROCERY I
1260238,2780,CLEANING
1260241,992,GROCERY I
1260242,1731,GROCERY I
1261025,2038,BEVERAGES
1261376,2562,GROCERY I
1273024,2185,DAIRY
1279049,2886,BREAD/BAKERY
1280677,1868,CLEANING
1281011,3629,BEVERAGES
1281253,1313,GROCERY I
1281780,2740,CLEANING
1282047,3627.539,GROCERY I
1282207,667,CLEANING
1284221,1684,GROCERY I
1285150,2111,BEVERAGES
1285154,2306,BEVERAGES
1288226,2710.2689,MEATS
1288843,3597.211,MEATS
1289417,729,GROCERY I
1289418,633,GROCERY I
1294665,917,BREAD/BAKERY
1298766,136,CLEANING
1299616,3976,DAIRY
1300325,2690,GROCERY I
1302670,293,CLEANING
1303141,4052,BREAD/BAKERY
1304243,1571,CLEANING
1304488,1049,GROCERY I
1304490,589,GROCERY I
1304491,221,GROCERY I
1305845,21887,DELI
1306155,269,PERSONAL CARE
1306196,3864,CLEANING
1306197,5253,CLEANING
1306198,5332,CLEANING
1306199,1917,CLEANING
1309245,5509,BREAD/BAKERY
1309246,17062,BREAD/BAKERY
